1.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
1.0000000000000000e+000	1.4197860288268698e-045	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
1.3082363104953927e-045	1.0000000000000000e+000	1.0000000000001395e-060	0.0000000000000000e+000	0.0000000000000000e+000	
9.3604513620751125e-077	9.9999999999980348e-061	1.0000000000000000e+000	1.8983978566662397e-110	0.0000000000000000e+000	
2.8390124820194379e-111	1.7845321236882621e-103	1.0000000000000000e+000	1.9090909090910938e-030	1.4026568504875071e-127	
3.8686783040324502e-141	1.6587409424506467e-133	3.3503386686571941e-017	1.0000000000000000e+000	1.6042826556265812e-096	
5.3347391695961310e-171	1.5690262584594868e-163	1.1224769194700496e-033	1.0000000000000000e+000	1.0181915629943929e-065	
7.4019133720238655e-201	1.5116186236173600e-193	3.7606778279758648e-050	1.0000000000000000e+000	1.2551173457443488e-064	
1.0186297235313539e-230	1.4845683839504340e-223	1.2599544347429083e-066	1.0000000000000000e+000	1.5720819310777216e-063	
1.3369194855952284e-260	1.4876641479520046e-253	4.2212740634648307e-083	1.0000000000000000e+000	1.9911453782323092e-062	
1.4583782439347519e-290	1.5222946880177999e-283	1.4142697725822250e-099	1.0000000000000000e+000	2.5122359009413316e-061	
2.7717082731693931e-321	1.5870233166934702e-313	4.7382827069927431e-116	1.0000000000000000e+000	3.0129430505181716e-060	
0.0000000000000000e+000	0.0000000000000000e+000	1.5874851776155782e-132	1.0000000000000000e+000	2.8669670895458580e-059	
0.0000000000000000e+000	0.0000000000000000e+000	1.8293876808789885e-161	1.0000000000000000e+000	9.5209276309618650e-058	
0.0000000000000000e+000	0.0000000000000000e+000	6.1290682870824986e-178	1.0000000000000000e+000	5.3658825369043393e-058	
0.0000000000000000e+000	0.0000000000000000e+000	2.3543405165770322e-207	1.0000000000000000e+000	1.4610009207914967e-056	
0.0000000000000000e+000	0.0000000000000000e+000	9.0436572220569005e-237	1.0000000000000000e+000	8.0523403620433650e-056	
0.0000000000000000e+000	0.0000000000000000e+000	3.4739127743505169e-266	1.0000000000000000e+000	4.6165507922025928e-054	
0.0000000000000000e+000	0.0000000000000000e+000	1.1638784299134503e-282	1.0000000000000000e+000	3.0677225030071145e-053	
0.0000000000000000e+000	0.0000000000000000e+000	3.8993869091851499e-299	1.0000000000000000e+000	1.3311812926329356e-051	
0.0000000000000000e+000	0.0000000000000000e+000	1.3075114267536728e-315	1.0000000000000000e+000	6.1386614348671114e-050	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	1.0000000000000000e+000	2.9858224039727620e-048	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	1.0000000000000000e+000	1.5361160960467265e-046	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	1.0000000000000000e+000	8.5768410012529043e-045	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	1.0000000000000000e+000	6.0849981018109687e-043	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	1.0000000000000000e+000	1.4846225450228358e-040	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	1.0000000000000000e+000	1.2804232257237385e-030	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	2.2530702306468089e-026	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	3.2259879160113629e-056	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	4.6190336230920105e-086	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	6.6136499643030756e-116	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	9.4698478380239470e-146	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	2.1339569303789186e-171	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	3.0648095395594707e-201	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	5.6042565542103694e-231	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	8.2668182321343355e-259	1.0000000000000000e+000	
