1.571678e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
8.505377e-003	1.938659e-003	0.000000e+000	0.000000e+000	0.000000e+000	
4.602816e-004	1.511638e-004	8.811109e-005	0.000000e+000	0.000000e+000	
2.490885e-005	9.283849e-006	1.538284e-005	7.960019e-006	0.000000e+000	
1.347981e-006	5.287331e-007	1.908102e-006	4.684635e-006	6.207634e-008	
7.294804e-008	2.924120e-008	2.083749e-007	2.111518e-006	4.249932e-008	
3.947696e-009	1.597414e-009	2.146036e-008	8.928577e-007	2.055129e-008	
2.136356e-010	8.680396e-011	2.145914e-009	3.715246e-007	8.938139e-009	
1.156122e-011	4.706057e-012	2.112646e-010	1.539812e-007	3.756380e-009	
6.256533e-013	2.548789e-013	2.062443e-011	6.375744e-008	1.561849e-009	
3.385819e-014	1.379802e-014	2.004137e-012	2.639335e-008	6.473219e-010	
1.832288e-015	7.468168e-016	1.942493e-013	1.092534e-008	2.680428e-010	
9.915709e-017	4.041790e-017	1.880061e-014	4.522407e-009	1.109629e-010	
5.366038e-018	2.187343e-018	1.818188e-015	1.871988e-009	4.593265e-011	
2.903914e-019	1.183730e-019	1.757568e-016	7.748832e-010	1.901329e-011	
1.571498e-020	6.405974e-021	1.698547e-017	3.207520e-010	7.870297e-012	
8.504403e-022	3.466701e-022	1.641279e-018	1.327708e-010	3.257800e-012	
4.602288e-023	1.876061e-023	1.585818e-019	5.495858e-011	1.348520e-012	
2.490599e-024	1.015260e-024	1.532164e-020	2.274933e-011	5.582010e-013	
1.347826e-025	5.494234e-026	1.480289e-021	9.416763e-012	2.310594e-013	
1.435004e-026	8.197110e-027	3.345962e-022	1.639533e-012	9.044022e-014	
7.765744e-028	3.725644e-028	3.232613e-023	6.786617e-013	2.147809e-014	
2.722690e-030	6.119533e-029	5.492225e-024	2.161179e-014	1.507736e-014	
9.545824e-033	4.949090e-030	9.331313e-025	6.882213e-016	3.315218e-015	
3.346791e-035	3.916408e-031	1.585390e-025	2.191621e-017	6.640017e-016	
1.173394e-037	3.096256e-032	2.693573e-026	6.979154e-019	1.311394e-016	
4.113949e-040	2.447752e-033	4.576370e-027	2.222492e-020	2.584183e-017	
1.442362e-042	1.935072e-034	7.775233e-028	7.077462e-022	5.090449e-018	
5.056957e-045	1.529772e-035	1.321009e-028	2.253798e-023	1.002683e-018	
1.772983e-047	1.209362e-036	2.244388e-029	7.177165e-025	1.974999e-019	
3.727778e-049	5.209052e-050	5.362457e-035	2.725893e-026	1.839487e-020	
7.837827e-051	1.054557e-062	1.281238e-040	1.035289e-027	1.713273e-021	
1.318902e-080	3.796993e-068	2.254290e-051	4.770019e-033	2.036678e-023	
7.044736e-084	7.829284e-070	9.181606e-056	3.164128e-038	3.000698e-024	
3.762849e-087	1.614375e-071	3.739620e-060	2.098882e-043	4.421019e-025	
