2.407191e+008	1.307936e-010	4.977995e-029	2.690433e-030	3.872422e-034	
2.399906e+008	3.407353e-007	6.880966e-015	1.549829e-028	9.624954e-032	
3.084326e-007	2.357621e+008	1.178811e+008	4.432776e-015	7.454239e-026	
2.134809e-008	2.280669e+008	1.140335e+008	2.164809e-012	6.036686e-027	
6.163367e-013	3.874138e-005	1.085477e+008	2.072275e+008	2.512211e-028	
7.860874e-013	3.370441e-005	6.504318e+007	1.241734e+008	1.792882e-027	
9.967629e-013	2.931628e-005	3.829092e+007	7.310085e+007	1.278854e-026	
1.248309e-012	2.549296e-005	2.212680e+007	4.224208e+007	9.109588e-026	
1.520574e-012	2.216110e-005	1.253878e+007	2.393767e+007	6.465859e-025	
1.730508e-012	1.925631e-005	6.960751e+006	1.328871e+007	4.546265e-024	
1.601738e-012	1.671937e-005	3.781225e+006	7.218703e+006	3.115937e-023	
2.525869e-013	1.445444e-005	2.007488e+006	3.832477e+006	1.983990e-022	
2.429330e-016	4.585030e-011	1.040246e+006	1.985924e+006	9.782605e-022	
2.287457e-012	1.949414e-004	9.456230e+006	1.805280e+007	1.640667e-020	
1.827203e-016	1.334683e-010	4.646798e+006	8.871160e+006	8.178820e-020	
2.538498e-015	1.073337e-009	1.330744e+007	2.540511e+007	1.062893e-018	
1.005218e-013	1.488627e-008	3.694307e+007	7.052767e+007	1.626296e-017	
4.224519e-008	2.349646e-002	9.920102e+007	1.893838e+008	2.503677e-015	
5.369687e-008	2.018862e-002	4.283778e+007	8.178122e+007	4.310611e-014	
6.761688e-008	1.729034e-002	1.779992e+007	3.398166e+007	7.772324e-013	
8.357771e-008	1.474770e-002	7.094675e+006	1.354438e+007	1.428571e-011	
9.940278e-008	1.251149e-002	2.702871e+006	5.160027e+006	2.647190e-010	
1.082930e-007	1.053071e-002	9.802174e+005	1.871324e+006	4.939036e-009	
9.183082e-008	8.726962e-003	3.367975e+005	6.429770e+005	9.475278e-008	
8.664980e-009	6.820823e-003	1.090337e+005	2.081552e+005	2.176291e-006	
3.001736e-010	7.190820e-006	3.304094e+004	6.307817e+004	1.609030e-004	
2.074259e-009	4.996869e-009	1.395624e-005	1.775232e+004	3.905510e+005	
1.109990e-004	1.615474e+000	8.077922e-001	1.615127e+004	3.553278e+005	
1.413232e-004	3.466066e-001	1.733699e-001	4.452095e+003	9.794604e+004	
1.339124e-004	5.716364e-002	2.866653e-002	1.098566e+003	2.416841e+004	
3.277253e-005	6.252350e-003	3.248484e-003	2.378285e+002	5.232193e+003	
8.716465e-006	3.649959e-005	1.893662e-004	4.394297e+001	9.667080e+002	
1.118154e-002	4.349250e+000	2.182810e+000	1.997029e+001	4.392606e+002	
2.020983e-003	4.640251e-001	2.438614e-001	2.333149e+000	5.116234e+001	
6.687719e-003	2.104641e-003	1.399829e-002	2.373743e-001	4.075819e+000	
