2.704442,3.025233,2.310536,1.831831,1.742943,0.727760,0.406362,0.966386,-0.115940,0.094794,-0.060141,0.043558,
2.714294,2.838450,2.602378,1.435505,1.736897,0.787858,0.292208,0.663343,0.277614,-0.135770,-0.138893,0.036288,
2.757557,2.579184,3.177882,1.696672,2.054347,0.184200,0.713706,0.277701,0.681922,0.039013,-0.235143,0.072640,
2.593455,2.580148,2.904610,2.373063,1.549927,0.628016,0.696291,0.582768,0.203675,-0.028277,-0.218448,0.049757,
2.688801,3.165871,2.622931,2.568879,1.214897,1.023343,0.329610,0.235530,0.564909,-0.096988,0.083943,0.040906,
2.685107,3.455790,3.221430,1.882873,1.576558,1.640372,0.383253,0.091779,0.803438,0.250589,0.198665,0.085331,
3.004769,2.928540,2.853454,2.167873,1.927223,1.789351,1.127123,0.980896,0.876085,0.524101,0.286624,0.092049,
3.842510,3.808444,3.620446,2.829419,2.025688,0.898094,1.307195,1.371114,0.958244,0.486090,0.367320,0.119970,
4.275167,3.760602,4.156377,2.853739,1.783800,0.998408,1.708378,1.328079,1.314448,0.562428,0.384401,0.139838,
4.291542,4.120961,4.607328,2.340670,2.993873,1.557246,1.041554,0.804149,0.915680,0.609027,0.301661,0.128223,
3.744796,3.588506,3.858707,3.111765,2.775462,2.161657,1.341448,1.031089,0.763703,0.612843,0.331219,0.103142,
3.700452,3.474108,3.665892,3.177426,2.781031,2.389805,1.808888,1.533177,1.244334,0.689504,0.287475,0.125465,
3.949199,4.095513,5.455605,3.106974,3.885429,2.143088,1.708179,1.914245,1.190083,0.896642,0.317971,0.138829,
2.793894,3.430331,5.573375,0.978719,4.828329,2.173098,1.203478,2.357992,0.383538,0.754996,0.420629,0.036249,
1.787733,3.671241,7.239485,-1.220468,6.003596,1.823049,0.304308,2.396357,-0.162734,0.786690,0.462383,-0.011348,
0.862072,4.770315,7.735803,-1.631599,6.795420,2.542518,0.766919,2.138950,0.310123,0.673368,0.468518,0.069756,
0.076055,4.855263,7.342490,-1.350130,6.426689,2.406115,1.948838,1.817908,0.834322,0.596693,0.446547,0.122199,
-0.617401,4.612867,7.954439,-1.235660,6.326114,2.465570,1.844390,1.643092,0.987450,0.623550,0.355058,0.136434,
-0.754550,4.172407,9.203640,-0.625286,5.739646,2.381485,1.727297,1.553233,1.021875,0.796851,0.183229,0.150853,
0.542178,3.398039,7.207403,-0.849721,4.842527,2.666225,1.990015,1.005891,0.748207,0.645446,0.218299,0.118459,
0.109905,3.544821,8.146516,-0.699899,4.918006,2.770555,1.753752,1.174172,1.063851,0.564439,0.216258,0.153906,
0.601336,3.534838,7.962504,-0.285988,3.868376,2.455747,2.320222,1.571040,0.758109,0.646950,0.283914,0.100210,
1.059611,3.436079,7.487910,0.665228,2.912964,2.611587,2.316014,1.649384,0.687095,0.654246,0.298097,0.062855,
1.798297,2.815178,6.180737,0.980040,3.123037,2.937075,1.313921,1.559923,0.720096,0.639523,0.101987,0.097053,
1.919441,2.807221,6.258204,1.304399,2.968149,2.416522,1.114903,1.303818,0.843570,0.729657,-0.061993,0.126285,
2.206869,2.416077,6.365098,1.690951,2.515876,2.897059,1.577118,1.432042,1.116373,0.431211,0.084839,0.137679,
2.645156,2.166615,5.377151,1.933559,2.460254,3.446223,1.308240,1.719878,1.121504,0.283812,0.091919,0.121225,
3.170094,1.391180,5.855874,1.578354,2.796594,3.556628,0.677022,2.740640,1.213868,0.434850,0.019632,0.034145,
3.473910,1.591676,5.001516,2.086384,2.907602,2.958427,0.689861,2.719848,1.393786,0.737957,-0.196018,0.012879,
3.728628,1.573887,4.074018,3.049359,3.245118,2.726260,1.309531,2.157642,1.962504,0.864327,-0.494761,0.039275,
3.986147,1.853335,3.350689,3.437146,3.320349,2.559467,1.298125,2.198437,2.222920,0.511346,-0.383368,0.055252,
4.000898,2.157394,2.962118,3.672874,3.779557,2.330692,0.823155,2.248996,2.156417,0.115640,-0.198368,0.070715,
4.462004,1.899373,3.064284,3.421759,3.721869,2.797314,0.715319,2.294905,2.566051,-0.058051,-0.238304,0.086060,
4.073188,2.179740,2.680904,3.515254,3.471731,2.448796,1.033121,2.374323,2.491772,0.087640,-0.312789,0.058029,
5.026938,1.957270,2.122164,3.325938,3.585714,3.217892,0.779082,2.880638,2.271639,-0.199342,-0.335705,0.055359,
4.245365,2.140809,2.033440,3.497168,3.834967,2.468418,1.292948,2.649029,2.082881,-0.072518,-0.318437,0.048768,
4.958386,1.976358,1.956584,3.484440,3.781512,3.263744,0.957454,2.600447,2.275810,-0.283372,-0.340919,0.061806,
4.544691,2.055672,2.128273,3.620191,3.877857,2.599090,1.109030,2.532068,2.295680,-0.093447,-0.336195,0.041964,
